"ORF", "Empirical phi from data in Beyer et al 2003"
YAR028W,0.02088646751722381
YAR029W,0.002070840325454665
YAR031W,0.002175353041942107
YAR033W,0.01859983501135403
YAR035W,0.01023216705530076
YAR042W,0.01532084506742269
YAR050W,0.001263736057207164
YAR064W,0.001266094949094968
YAR066W,0.005157006388324063
YAR068W,0.01534995945356225
YAR071W,0.3373575194264533
YBL001C,0.2902612668037877
YBL002W,0.7557710458402036
YBL003C,0.7568017039614668
YBL004W,0.01949245229413202
YBL005W,0.02042729682058153
YBL005WA,0.01756457218637062
YBL006C,0.1949408127849251
YBL007C,0.1243611781844772
YBL008W,0.004642676286802786
YBL009W,0.008551508440105963
YBL010C,0.004229523842542019
YBL011W,0.05448916629176033
YBL013W,0.001372562049327116
YBL014C,0.008264684393792149
YBL015W,0.0661474426569078
YBL016W,0.05934749439427154
YBL017C,0.01177733897870038
YBL018C,0.1120973345035911
YBL019W,0.006221345603049726
YBL020W,0.03438912672567453
YBL021C,0.05008484845120468
YBL022C,0.1224883426096458
YBL023C,0.01862441842161073
YBL024W,0.1271924224087258
YBL025W,0.0282700102932959
YBL026W,0.1588119297386822
YBL027W,3.058562382890656
YBL028C,0.06786003462936492
YBL029W,0.002738665372297358
YBL030C,1.490918198801423
YBL031W,0.003607347478213017
YBL032W,0.07394665227261987
YBL033C,0.07845612661766987
YBL034C,0.01999231514574671
YBL035C,0.04073282321996871
YBL036C,0.1141173465251437
YBL037W,0.009071938259861264
YBL038W,0.09736238032864567
YBL039C,0.458168254292732
YBL040C,0.1300578343012057
YBL041W,0.2395699923231075
YBL042C,0.1332672661667023
YBL043W,0.01796565230676565
YBL044W,0.006793351221971319
YBL045C,0.1741455445472432
YBL046W,0.01850716143828093
YBL047C,0.03170270585751826
YBL049W,0.003885472004129256
YBL050W,0.1330786624176044
YBL051C,0.03350926244489533
YBL052C,0.005879248430871284
YBL054W,0.04812119917235048
YBL055C,0.09543755417704762
YBL056W,0.07293345331319187
YBL057C,0.08870060491481705
YBL058W,0.296115849243245
YBL059W,0.01266859596187821
YBL060W,0.005459834154263064
YBL061C,0.06041024038519209
YBL063W,0.004450701450814428
YBL064C,0.1106139559504386
YBL066C,0.001104503336421921
YBL067C,0.007984816058862403
YBL068W,0.2072321199023029
YBL069W,0.03191249356713199
YBL072C,11.06084695742672
YBL074C,0.004675950918614927
YBL075C,0.002515638301316141
YBL076C,0.2964717148783243
YBL078C,0.03412598894393363
YBL079W,0.01311682007109944
YBL080C,0.002521848746830292
YBL081W,0.06193728000482908
YBL082C,0.04462534211990113
YBL084C,0.01259950830923964
YBL085W,0.03164069760468332
YBL086C,0.01809228932869233
YBL087C,7.181200002534472
YBL088C,0.002629040821004409
YBL089W,0.01670254207837209
YBL090W,0.05590272811719299
YBL091C,0.3904394726474462
YBL092W,5.544289735928011
YBL093C,0.06795875949126679
YBL095W,0.02917221503685564
YBL097W,0.001670516727395763
YBL098W,0.01906477239484409
YBL099W,0.2293085142957047
YBL101C,0.02320952116467649
YBL102W,0.07950350926284471
YBL103C,0.005756444813506614
YBL104C,0.01456872680106132
YBL105C,0.008728361724506009
YBL106C,0.004269278245181138
YBL107C,0.01804621537573077
YBL111C,0.003220493668144441
YBL112C,0.3144388982351739
YBL113C,0.04456795671896774
YBR001C,0.01806890152122304
YBR002C,0.03480611258726015
YBR003W,0.02191799660335593
YBR004C,0.04596516127927929
YBR005W,0.06781943707776787
YBR006W,0.009430412781924892
YBR007C,0.007890202577820372
YBR008C,0.00996058430677774
YBR009C,0.9326621658210746
YBR010W,8.729256443842992
YBR011C,1.210901009995444
YBR012WA,0.07576440535037425
YBR012WB,0.008932737852192496
YBR013C,0.008821866090946876
YBR014C,0.1709433773892585
YBR015C,0.07582749432579016
YBR016W,0.3939972144526759
YBR017C,0.03486260170302255
YBR018C,0.002648635379715327
YBR019C,0.00283850995624735
YBR020W,0.001344936985710851
YBR021W,0.01161536962007757
YBR022W,0.04004162365033105
YBR023C,0.03618851337157712
YBR024W,0.02069100864652813
YBR025C,0.7339251494549734
YBR026C,0.05271525964512764
YBR028C,0.008252849498341735
YBR029C,0.08613859713484552
YBR030W,0.004462682656126544
YBR031W,7.695652182720092
YBR033W,0.0009322452205165072
YBR034C,0.1512625213545067
YBR035C,0.2622605465446462
YBR036C,0.2120896673202716
YBR037C,0.01463855884476993
YBR038W,0.02252039684529747
YBR039W,0.1783180931562183
YBR040W,0.006545138295820185
YBR041W,0.1048675738540915
YBR042C,0.03550680094728672
YBR043C,0.009788378615544265
YBR044C,0.006441894084614127
YBR045C,0.002516265011587756
YBR046C,0.06737249483352758
YBR047W,0.0112694194406956
YBR048W,2.130417599445399
YBR049C,0.05636138669875935
YBR050C,0.01928052052143138
YBR052C,0.2057737664653167
YBR053C,0.06684256496630432
YBR054W,0.1017350459820434
YBR055C,0.007054016664954205
YBR056W,0.04720960077618454
YBR057C,0.01172278537678539
YBR058C,0.03960076022800508
YBR059C,0.02527700040439982
YBR060C,0.01228049363710723
YBR061C,0.09392619678901958
YBR062C,0.2978661860900054
YBR063C,0.01252547887599735
YBR065C,0.004003236016924408
YBR066C,0.02145500089134937
YBR067C,0.6981555439965102
YBR068C,0.09921753987303089
YBR069C,0.2658445094301096
YBR070C,0.04577471834273756
YBR071W,0.02922612430053482
YBR072W,0.02975002214221167
YBR073W,0.1109911557652737
YBR074W,0.004176712558872001
YBR076W,0.002366659669393198
YBR077C,0.03277073139085218
YBR078W,0.5423695250721324
YBR079C,0.2450472966475199
YBR080C,0.08344343326387006
YBR081C,0.006608676065267264
YBR082C,1.264901717436305
YBR083W,0.08903880314754048
YBR084CA,1.476177424499877
YBR084W,0.2035622324090763
YBR085W,0.03843345383260247
YBR086C,0.2154524050486096
YBR087W,0.08408670591574096
YBR088C,0.3610934694827192
YBR090C,0.06787228761412469
YBR091C,0.1748411783893806
YBR092C,0.5274293156541644
YBR093C,0.2517681831502501
YBR094W,0.01827092232297167
YBR095C,0.04418114104148605
YBR096W,0.3082657179100009
YBR097W,0.005802892348829844
YBR098W,0.001807694793502481
YBR101C,0.1614302434808986
YBR102C,0.006627159990029462
YBR103W,0.04038295018646061
YBR104W,0.03652041262228796
YBR105C,0.02704783160463353
YBR106W,1.615952865160168
YBR107C,0.01706127079052474
YBR108W,0.005819185091615514
YBR109C,0.5927533850060045
YBR110W,0.03502029821142429
YBR111C,0.3504747549182916
YBR112C,0.04559879508541265
YBR114W,0.002993272466750678
YBR115C,0.05816285530047226
YBR117C,0.001251159270297702
YBR118W,15.33469025309002
YBR119W,0.02869090046865195
YBR120C,0.03467533609254443
YBR121C,0.5912728518336973
YBR122C,0.0353491534363645
YBR123C,0.02717158502693404
YBR125C,0.04148125485424134
YBR126C,0.2723257645717018
YBR127C,0.4815248442715885
YBR128C,0.004076127944375218
YBR129C,0.02590920969504063
YBR130C,0.02498827262434671
YBR131W,0.00626981750214469
YBR132C,0.005438986991268568
YBR133C,0.02149745732131533
YBR135W,0.1703424924720998
YBR136W,0.002925991425437606
YBR137W,0.09639574302416192
YBR138C,0.001973332154318754
YBR139W,0.1156390370231576
YBR140C,0.005786132018989404
YBR141C,0.03977152005741473
YBR142W,0.1165523341241864
YBR143C,0.4093969088141352
YBR145W,0.07540342656310819
YBR146W,0.06392653386629922
YBR147W,0.004131792814040144
YBR148W,0.004199970998978043
YBR149W,0.1843599438881695
YBR150C,0.001690821056040472
YBR151W,0.07520977558739251
YBR152W,0.002056317872482134
YBR153W,0.05181607189639159
YBR154C,0.2775357019525863
YBR155W,0.0720295932279939
YBR156C,0.007817098836224657
YBR157C,0.009427740142033538
YBR158W,0.07196009841476973
YBR159W,0.3146098026745656
YBR160W,0.1428468855694892
YBR161W,0.01739010997760973
YBR162C,0.517800981551275
YBR162WA,0.9051028364136501
YBR163W,0.006801764294782654
YBR164C,0.1526257332781718
YBR165W,0.02324928672154059
YBR166C,0.07568966338965274
YBR167C,0.01726314189586877
YBR168W,0.001152899339238797
YBR169C,0.01611887178525558
YBR170C,0.04105500537419733
YBR171W,0.2260247128523818
YBR172C,0.01122398790103648
YBR173C,0.1337879313461416
YBR175W,0.03033954354736705
YBR176W,0.0194878740574104
YBR177C,0.1260875733446092
YBR179C,0.008955621257857203
YBR180W,0.006945157281904553
YBR181C,3.870676869491116
YBR182C,0.003915575770081956
YBR183W,0.02468297293555923
YBR184W,0.002152166456926597
YBR185C,0.04348034494585099
YBR186W,0.001012295019367671
YBR187W,0.114976125355367
YBR188C,0.03553307599296456
YBR189W,1.66262663968281
YBR191W,13.60777746528628
YBR192W,0.02115324654470097
YBR193C,0.0109228776805103
YBR194W,0.02289349334616627
YBR195C,0.01258101723442664
YBR196C,1.607867585966037
YBR197C,0.00613579165311657
YBR198C,0.08107434631680716
YBR199W,0.1698408854109749
YBR200W,0.02712637237741682
YBR201W,0.02668652135829454
YBR202W,0.02444448563203391
YBR203W,0.003978916715042126
YBR204C,0.02529879462505612
YBR205W,0.1456960418063343
YBR207W,0.2453302015642399
YBR208C,0.01970559776153244
YBR210W,0.04314553982724443
YBR211C,0.01892797545104199
YBR212W,0.03989032325518263
YBR213W,0.01301322651442118
YBR214W,0.03037645389126843
YBR215W,0.01139317307895911
YBR216C,0.01113914789175546
YBR217W,0.008336870975045618
YBR218C,0.08276908331804599
YBR219C,0.005026122646702893
YBR220C,0.026330462643865
YBR221C,0.3264372689498161
YBR222C,0.06115183499614684
YBR223C,0.003582744493441188
YBR225W,0.006004102636854479
YBR227C,0.02800107501050795
YBR228W,0.00556676607982327
YBR229C,0.02980218487374504
YBR230C,0.1586863822155479
YBR231C,0.04595332399164379
YBR233W,0.00961067238705948
YBR234C,0.1353653568081486
YBR235W,0.01844751598540041
YBR236C,0.05270380272788933
YBR237W,0.005727883787485324
YBR238C,0.01456527791551748
YBR239C,0.002752807391510428
YBR240C,0.002360172782630295
YBR241C,0.08872849230282452
YBR242W,0.09937081124834373
YBR243C,0.07953109914444786
YBR244W,0.121905006115861
YBR245C,0.03111568251701529
YBR246W,0.05225942006351379
YBR247C,0.0859269586671207
YBR248C,0.138328333143769
YBR249C,0.6522908238443881
YBR250W,0.004922948736724506
YBR251W,0.03379802512940278
YBR252W,0.4492683088015216
YBR253W,0.02166747527185731
YBR254C,0.08894112751893625
YBR255W,0.006301809270879202
YBR256C,0.1174359273668201
YBR257W,0.02449798156439859
YBR258C,0.02522076402988703
YBR259W,0.001853360719365985
YBR260C,0.02321740690762774
YBR261C,0.181372414569762
YBR262C,0.1577912083214454
YBR263W,0.3324456802745886
YBR264C,0.09333102998445176
YBR265W,0.1119841358621734
YBR267W,0.08730314909631953
YBR268W,0.2433504535567614
YBR269C,0.05899481098361703
YBR270C,0.003391036839333706
YBR271W,0.04038491880104047
YBR272C,0.01892767473128268
YBR273C,0.07390293720905725
YBR274W,0.02125560031831565
YBR275C,0.006172994472543948
YBR276C,0.02431840710043778
YBR278W,0.02486174547529214
YBR279W,0.07304887255693297
YBR280C,0.01298515310753829
YBR281C,0.02328551293390177
YBR282W,0.1556903081702415
YBR283C,0.408731085473518
YBR284W,0.002998763578839478
YBR285W,0.007479402751514665
YBR286W,1.256104403800696
YBR287W,0.1012951032960589
YBR288C,0.06995579532407761
YBR289W,0.01539832932176936
YBR290W,0.05230044306472563
YBR291C,0.02889875283583984
YBR293W,0.01028234523558081
YBR294W,0.0008488760640169771
YBR295W,0.002779884797971625
YBR296C,0.0163062696771359
YBR297W,0.003838242311751811
YBR298C,0.008952531667803961
YBR299W,0.006474788499944584
YBR301W,0.1184716854744507
YBR302C,0.09686320780763341
YCL001W,0.03555766724586875
YCL002C,0.01029502667349079
YCL004W,0.0009502343194533394
YCL005W,0.01331235072583074
YCL008C,0.006380294772508655
YCL009C,0.2293046391172541
YCL010C,0.01032409055151507
YCL011C,0.2916339926291341
YCL014W,0.001915082002675341
YCL016C,0.02550152212207132
YCL017C,0.1692597968467411
YCL018W,0.03570692845955941
YCL019W,0.1091911277149261
YCL024W,0.002484783939471234
YCL025C,0.07727674284116395
YCL026CA,0.01510261422656104
YCL027W,0.01221140363366808
YCL028W,0.1488779351387278
YCL029C,0.03020452373490109
YCL030C,0.2060980692580761
YCL031C,0.07187060256395663
YCL032W,0.02057975597772417
YCL033C,0.2079582624805548
YCL034W,0.152139174429935
YCL035C,0.4676561403087489
YCL036W,0.07971741876875684
YCL037C,0.05987385139774716
YCL038C,0.02514350724354856
YCL039W,0.01040096381768023
YCL040W,0.4702509092630923
YCL042W,0.1812126748240819
YCL043C,1.021788674758292
YCL044C,0.02188212743978238
YCL045C,0.1000973075660395
YCL047C,0.03440349829963724
YCL048W,0.003778610255813345
YCL049C,0.0289364198447193
YCL050C,0.430939198164919
YCL051W,0.002858388721216095
YCL052C,0.02736721898492332
YCL054W,0.07095082696631897
YCL055W,0.00957397058078039
YCL056C,0.3710344654163061
YCL057W,0.0542464089300114
YCL059C,0.07327899004165699
YCL061C,0.003832560469186008
YCL063W,0.01592236900233942
YCL064C,0.2226018466500387
YCL066W,0.01623076420373236
YCL067C,0.07269221872009107
YCL068C,0.006533509471347139
YCL069W,0.003298157327102814
YCL073C,0.009573607107216901
YCR002C,0.2468037399364494
YCR003W,0.0635793635126433
YCR004C,0.2666501187955457
YCR005C,0.1253654640528092
YCR007C,0.004016300567621575
YCR008W,0.01509103938270953
YCR009C,0.1881657483391233
YCR010C,0.01115456207709392
YCR011C,0.07201439063632658
YCR012W,13.2113372630401
YCR014C,0.007804035431773034
YCR015C,0.01042887353993378
YCR016W,0.05854779935111938
YCR017C,0.09099059403197581
YCR018C,0.0152910096723918
YCR019W,0.01221750254326104
YCR020C,0.01453726808864636
YCR020CA,0.01648947015983648
YCR021C,0.0153223514690505
YCR023C,0.02645415968845492
YCR024C,0.00531084260790923
YCR024CA,2.625889238148857
YCR026C,0.02697322263439471
YCR027C,0.006028264461641532
YCR028C,0.01328559899248769
YCR028CA,0.2614136926517594
YCR030C,0.01818571850053993
YCR031C,4.118884915374169
YCR032W,0.003392204938101924
YCR033W,0.009571552937644294
YCR034W,0.3445196087199973
YCR035C,0.1273882343571603
YCR036W,0.03587580995480398
YCR037C,0.005804657415243216
YCR038C,0.001937117437751737
YCR039C,0.1110210653592126
YCR040W,0.01895770765455698
YCR042C,0.01268389056772565
YCR043C,0.0362444794129957
YCR044C,0.07966119880870231
YCR045C,0.001605921243393012
YCR046C,0.06781834105693826
YCR047C,0.1871633687276776
YCR048W,0.05720456470056262
YCR051W,0.2578842063640629
YCR052W,0.04696709022950885
YCR053W,0.5159444415189501
YCR054C,0.01047871364246319
YCR057C,0.02958854944546491
YCR059C,0.07531467303565969
YCR060W,0.09177280421816866
YCR061W,0.0343813845154941
YCR063W,0.0009103987350864219
YCR065W,0.008752967254240106
YCR066W,0.006716172525720471
YCR067C,0.02805822652299802
YCR068W,0.002066068197841328
YCR069W,0.09122025416417417
YCR071C,0.05605955919125699
YCR072C,0.07727803342725023
YCR073C,0.005355993701972087
YCR073WA,0.217732272119872
YCR075C,0.02289678816077185
YCR076C,0.06010389990276492
YCR077C,0.1015628780868107
YCR079W,0.02080075790146013
YCR081W,0.00281742788592269
YCR082W,0.1887111423836484
YCR083W,0.06987689740257434
YCR084C,0.07728625352239558
YCR086W,0.02042862101650376
YCR088W,0.09488412539164518
YCR089W,0.004899182726066003
YCR090C,0.08819924132976964
YCR091W,0.00242579461094705
YCR092C,0.004652663960875181
YCR093W,0.007967959706688249
YCR094W,0.01218717779632877
YCR095C,0.02013721735526032
YCR096C,0.06762085610258666
YCR097W,0.03165689867283636
YCR098C,0.005056871772311579
YCR099C,0.0003237305779682208
YCR100C,0.001264056228181876
YCR101C,0.001305025313739717
YCR102C,0.005051492526209143
YCR104W,0.1492994037286274
YCR105W,0.007760062376504753
YCR106W,0.0008178913794088752
YCR107W,0.001543153219881437
YDL001W,0.02389090034119406
YDL002C,0.04502428073540793
YDL003W,0.04304928894286137
YDL004W,0.2121094097658123
YDL005C,0.03750050074830414
YDL006W,0.01794973041461459
YDL007W,0.3620399963205069
YDL008W,0.09813765857088634
YDL010W,0.04317305509484043
YDL012C,0.3219680924667699
YDL013W,0.01250898509125509
YDL014W,0.8949217724818087
YDL015C,0.2808294800702398
YDL017W,0.01427936440452803
YDL018C,0.0240020955603579
YDL019C,0.03318583045785502
YDL020C,0.0119912503765762
YDL021W,0.004696384705305842
YDL022W,0.618418700341407
YDL024C,0.005396862454141694
YDL025C,0.005128849482545099
YDL027C,0.002601397605370892
YDL028C,0.003840865941698839
YDL029W,0.3142288234208017
YDL030W,0.007163375746794137
YDL031W,0.09567331866787313
YDL033C,0.01019076014832481
YDL035C,0.01312261884489081
YDL036C,0.02242966032254833
YDL037C,0.006375877711497418
YDL038C,0.00265026087633553
YDL039C,0.03064302171103438
YDL040C,0.1060921257981752
YDL042C,0.04117759703210462
YDL043C,0.0209020505829002
YDL044C,0.01092405408596038
YDL045C,0.0239781405084626
YDL045WA,0.1072865800824971
YDL046W,0.1481472463054326
YDL047W,0.03354093779130954
YDL048C,0.01156261835488276
YDL049C,0.005653514679985625
YDL051W,0.2144313170025355
YDL052C,0.1448804152871586
YDL053C,0.08543288720964409
YDL054C,0.03515912688851442
YDL055C,0.8930844434256702
YDL056W,0.008958656752208348
YDL057W,0.02121460349247418
YDL058W,0.009276075420457828
YDL059C,0.008033248595828289
YDL060W,0.1624587602435419
YDL061C,0.9091344463173415
YDL063C,0.0256423695304714
YDL064W,0.1610172792963754
YDL065C,0.04815212786534881
YDL066W,0.3038048544703438
YDL067C,0.2562577541673106
YDL069C,0.009189524886380674
YDL070W,0.01510746659011345
YDL072C,0.4578074520266277
YDL073W,0.005497276620074713
YDL074C,0.01741709065162316
YDL075W,4.813034351551923
YDL076C,0.02845291065991211
YDL077C,0.01194397183354184
YDL078C,0.1909347944133779
YDL079C,0.002354343719294203
YDL080C,0.0129225417046908
YDL081C,4.552667753439954
YDL082W,2.019994894078698
YDL083C,2.1167703297871
YDL084W,0.3377438364175625
YDL085W,0.011401000622531
YDL086W,0.1188517643611541
YDL087C,0.004704128900208464
YDL088C,0.01691882362601273
YDL089W,0.0075098010969775
YDL090C,0.02150343536968764
YDL091C,0.008578142037522279
YDL092W,0.07457669345602312
YDL093W,0.04147179343856906
YDL095W,0.3369452966405088
YDL097C,0.1581298652046102
YDL098C,0.01879265111801816
YDL099W,0.06266378619908499
YDL100C,0.3927922752972011
YDL101C,0.02531419688943146
YDL102W,0.03603526301245171
YDL103C,0.1091754536885584
YDL104C,0.006777191295444866
YDL105W,0.008953095053122233
YDL106C,0.01194878705872481
YDL107W,0.003126231271698399
YDL108W,0.03201725381637873
YDL109C,0.007616870422735198
YDL110C,0.04931704790955125
YDL111C,0.1054969459175041
YDL112W,0.07700916364589623
YDL113C,0.003804428197972664
YDL114W,0.00338248863938961
YDL115C,0.02406758532552727
YDL116W,0.04048462378330864
YDL117W,0.02951095291837852
YDL119C,0.004164227135123136
YDL120W,0.00675897017115889
YDL121C,0.1022592684690222
YDL122W,0.1184048502599684
YDL123W,0.02143595739705637
YDL124W,0.3765724629931625
YDL125C,0.6292712379257442
YDL126C,0.6192767701013202
YDL127W,0.01114395658184243
YDL128W,0.3311429296462328
YDL129W,0.006964321604909218
YDL130W,15.91584269613201
YDL131W,0.3222792408649705
YDL132W,0.0940217846712226
YDL133W,0.01824828826250315
YDL134C,0.04475239215765435
YDL135C,0.1299468067659797
YDL136W,3.174693775647118
YDL137W,0.6132930798173514
YDL138W,0.004345059990447961
YDL139C,0.01187494510451956
YDL140C,0.1197145968758262
YDL141W,0.01988476243101339
YDL142C,0.01768974532481771
YDL143W,0.2177960597572039
YDL144C,0.083184815813768
YDL145C,0.1189943294440637
YDL146W,0.002183377766737312
YDL147W,0.2101073398720155
YDL148C,0.0564837311349852
YDL149W,0.001577295057783367
YDL150W,0.04324452148678566
YDL153C,0.2330748527803914
YDL154W,0.003742170595771202
YDL155W,0.02328159767234941
YDL156W,0.004463826327472332
YDL157C,0.1954205643736375
YDL159W,0.008168002204518628
YDL160C,0.06731412903208529
YDL161W,0.06260402677972398
YDL164C,0.04522635450886603
YDL165W,0.1934278376001884
YDL166C,0.1577877721422071
YDL167C,0.009703019831771077
YDL168W,0.1693743104456487
YDL169C,0.008724120855722026
YDL170W,0.005453050044381384
YDL171C,0.08450388629209541
YDL173W,0.1213559411355752
YDL174C,0.1458988050928298
YDL175C,0.01591160801304616
YDL176W,0.001602214104596536
YDL177C,0.02080695131939336
YDL178W,0.05184213880048919
YDL179W,0.01148084857638213
YDL180W,0.01533981356651209
YDL181W,0.0423371875885067
YDL182W,0.6828944695490294
YDL183C,0.005167238919795918
YDL184C,0.6463109587782647
YDL185W,0.5548316417503187
YDL186W,0.003225316346420972
YDL188C,0.1021782018286628
YDL189W,0.03239251525349051
YDL190C,0.07701111431950706
YDL191W,3.064377616559036
YDL192W,3.056815465914381
YDL193W,0.05135205536285485
YDL194W,0.006738973119055757
YDL195W,0.2200072303636421
YDL197C,0.02256606089583427
YDL198C,0.2024982765175757
YDL199C,0.0024129426805391
YDL200C,0.04648523390279964
YDL201W,0.1103211584043769
YDL202W,0.03550564408563762
YDL203C,0.007644402630907033
YDL204W,0.002614426902533025
YDL205C,0.01060102027729988
YDL206W,0.002730708474431829
YDL207W,0.01402217750998647
YDL208W,1.051360037585799
YDL209C,0.01547727085585702
YDL210W,0.003713551269271873
YDL211C,0.004239644645687741
YDL212W,0.4309100752056355
YDL213C,0.1836322251058452
YDL214C,0.001666504438004394
YDL215C,0.006991067246262693
YDL216C,0.004431512254746668
YDL217C,0.01230829557196398
YDL218W,0.001923104565054786
YDL219W,0.08311487878564707
YDL220C,0.005699066280983243
YDL222C,0.004591637637374313
YDL223C,0.005596558275332877
YDL224C,0.01655278748955881
YDL225W,0.05890564874306872
YDL226C,0.139611594455198
YDL227C,0.04305267848039858
YDL229W,11.62862636231151
YDL230W,0.05465097909175015
YDL231C,0.002040170764129168
YDL232W,0.4402077865322159
YDL233W,0.008810890019977996
YDL234C,0.02163630244477328
YDL235C,0.08110022141078537
YDL236W,0.1622206224074855
YDL237W,0.08590762079805384
YDL238C,0.000738529783326799
YDL239C,0.0008482391864275024
YDL240W,0.001367529985847985
YDL241W,0.020740389679773
YDL243C,0.007139863516162532
YDL244W,0.01886972736862729
YDL245C,0.00192222163763406
YDL246C,0.00709048024774376
YDL247W,0.0009323560201449851
YDL248W,0.008149055284619706
YDR001C,0.07224162528568914
YDR002W,0.9800376493140334
YDR003W,0.01941046204151043
YDR004W,0.006430432951111004
YDR005C,0.02149597467944271
YDR006C,0.01186078860972609
YDR007W,0.03694195273891259
YDR009W,0.007708137686090717
YDR011W,0.09686299630878458
YDR012W,5.577956709265561
YDR013W,0.01089212268084171
YDR014W,0.001096596891028
YDR016C,0.07576886089522878
YDR017C,0.01219800752357426
YDR018C,0.002165389624166545
YDR019C,0.08220506830294326
YDR020C,0.006525204488919962
YDR021W,0.02657721917245248
YDR022C,0.005544290689568152
YDR023W,0.6842656621578967
YDR025W,3.234349828148239
YDR026C,0.003959831923906671
YDR027C,0.01650940668522085
YDR028C,0.03574518000785158
YDR030C,0.007782642953347774
YDR031W,0.04390835887221981
YDR032C,0.6955694628460399
YDR033W,1.799440886649777
YDR034C,0.004909698375686375
YDR035W,0.359354987652352
YDR036C,0.05071195089224666
YDR037W,0.6392451363820933
YDR038C,0.05314343339962861
YDR039C,0.1641078858253294
YDR040C,0.002367412169036454
YDR041W,0.07704353666857559
YDR042C,0.007180899251660812
YDR043C,0.005460999657155788
YDR044W,0.07719643590721345
YDR045C,0.1328899166093103
YDR046C,0.09432444354067753
YDR047W,0.1045259451167037
YDR049W,0.01901276259365594
YDR050C,15.6858154323874
YDR051C,0.08131760486136863
YDR052C,0.005337414214129073
YDR054C,0.03080673587735747
YDR055W,0.4391727581180267
YDR056C,0.113873399700329
YDR057W,0.02306799541890674
YDR058C,0.02223033657527584
YDR059C,0.04844826687508828
YDR060W,0.07877004391703779
YDR061W,0.03735840812488971
YDR062W,0.2423866854298958
YDR063W,0.1252400145404766
YDR064W,1.144892279908621
YDR065W,0.001220197787708851
YDR066C,0.01732695758884043
YDR067C,0.01480799097986058
YDR068W,0.06438832165052377
YDR069C,0.003575892345405325
YDR070C,0.01167784601187104
YDR071C,0.3210821631108593
YDR072C,0.1465627848966578
YDR073W,0.002189296257989631
YDR074W,0.05416421943107106
YDR075W,0.01164646004599972
YDR076W,0.00519467382707471
YDR077W,2.697699126047785
YDR078C,0.005274595602560701
YDR079W,0.07845698569434607
YDR080W,0.009536742561966554
YDR081C,0.003552070391453296
YDR082W,0.001218242172360677
YDR083W,0.1060539176113763
YDR084C,0.09865231591819607
YDR085C,0.005028675544649846
YDR086C,0.2708338981426886
YDR087C,0.0912163040315191
YDR088C,0.009749588364444549
YDR089W,0.01213212259030017
YDR090C,0.04247325301512119
YDR091C,0.1382824103962268
YDR092W,0.3238625263657626
YDR093W,0.01520040545979371
YDR096W,0.003968047693200522
YDR097C,0.03810292669733881
YDR098C,0.2390789137683496
YDR099W,0.2896611404712944
YDR100W,0.143635737563353
YDR101C,0.1516496303134729
YDR103W,0.008566413053153346
YDR104C,0.001654169024231079
YDR105C,0.08691969026937999
YDR106W,0.008687854926216771
YDR107C,0.01872196243649638
YDR108W,0.008284718781914406
YDR109C,0.003034442901636199
